tid,target
TRBIJMU12903CF892B,"TRHQJDK128F4259F9D,0.0209802,TRXJXYJ128F934E26E,0.00213453,TRRAIGL12903CF1C17,0.0160543,TRRZUXJ128F42AD927,0.0341033,TRYYCXP128F4284B8A,0.0218161,TRANLHL12903CF88E5,0.931103,TRNSCTP128F92EF09E,0.00140737,TRSSNZH128F4259F48,0.0215755,TRDKDAV128F9332479,0.0503422,TREHXXT128F92CC8B2,0.0281544,TRENQZM128F4284B84,0.022522,TRWSQTY128F4259F97,0.0210066,TRGYVTL128F42912D5,0.00103471,TRUVODK128F92D6BC1,0.022522"
TRWOVIS128F42862E1,"TRHPVRV128F42862DE,0.979753,TROVBBP128F930B49A,0.000726436,TRNXKFF128F931E492,0.000420869,TRGNOAC128F42862D3,0.828427,TRGTKYL128F931E4A4,0.00110191,TRUDSWN12903CAFC90,0.000420869,TRCFXNK128F9333F25,0.00104894,TRCQIIT12903CE31A0,0.00521879,TRJJNXD128F93087CE,0.0475338,TRJIFRM128F9356C5B,0.0407051,TRJIEDS128F93087C4,0.0404466,TRJOTEX128F930BBCB,0.000955246,TRJMNWM12903CF7DD5,0.00328463,TRJYYDS128F4260016,0.00069105,TRJYBRB12903CAE478,0.00104527,TRJNZVR12903CAE472,0.000990493,TRJQIQX12903CAE46E,0.00114296,TRIMZFQ128F146547A,0.0138338,TRILROK128F4268D70,0.747461,TRILGQN128F9305252,0.00189166,TRIQCXY128F92FE864,0.0272002,TRHJXLA128F9337389,0.000928496,TRHXTSM12903CBFA67,0.00544534,TRHFVGD12903CAE477,0.00187457,TRHEDEZ128F9336BC2,0.0264566,TRXPXRH128F932138E,0.0267907,TRMYVSB128F42228B3,0.00320237,TRMBAKB12903CB7642,0.651895,TRMVXRY128F930BBB7,0.000947773,TRRJHBN128F933143D,0.633115,TRRMCHU12903CF7C88,0.0393503,TRRTRFL128F9343800,0.158086,TRYJYEJ12903CAE479,0.00104529,TRYHRYP12903CF6281,0.00830528,TRYFCZR128F9343885,0.0140659,TRYWFYX128F9315721,0.00128515,TRYQKDK128F9343876,0.00718927,TRAORGE12903CBE64B,0.040743,TRAWXGH12903CE386E,0.000569962,TRAGQMC128F930A1EA,0.150495,TRBYIUM12903CAE47A,0.00215161,TRBKGSY128F92F21E1,0.0437144,TRBQGAF128F92EF5D5,0.360456,TRBVAYO128F930BBD2,0.000722372,TRNHYHA128F427909C,0.00181956,TRNNRKJ128F4260020,0.000916511,TRNWEQM128E0786376,0.0201311,TRSYMUC128F4296D59,0.0400201,TRSSLAF12903CF7DD0,0.0023274,TRSGZAY128F9356C6B,0.0573091,TRSVCFI128F92F3156,0.0199909,TRSVFXB128F930BBD4,0.000956633,TRFOLQA128EF352584,0.00439229,TRFBTTN128F42606EA,0.00687937,TRFENEF128F4277E29,0.0312355,TRFPAAD128F14569AA,0.019847,TRFZUHK128F148B293,0.0180052,TRDIPLX12903CEFCCF,0.00110525,TRDWVNH128F42AE804,0.0232663,TRDKHPQ128F146547B,0.0138514,TREJZAZ128F421723E,0.516881,TREVISA12903CAE476,0.00109625,TRLHWLZ128F930BBB0,0.00147609,TRLOYSC128F145F3DC,0.0171886,TRLFVYA12903CF7DD9,0.00232753,TRLWXHA128F429390F,0.00337478,TRPGZPC12903CF7DD2,0.00241249,TRPKGSI128F9356C62,0.0482851,TRWEEIC128F934EB20,0.00582732,TRWZOQA128F1487EEB,0.0143664,TRZHRYI128F93087C6,0.0404102,TRZOZPB128F4272317,0.00797984,TRZRBKI128F92F134D,0.0199909,TRZASHN128F4272330,0.0355804,TRZQGNX128F4277E17,0.0473526,TRGHQNI128F1499FAD,0.0419449,TRGNLPG12903CAE470,0.000990472,TRGTTPD12903CF7DC4,0.00405466,TRTJERW12903CBE653,0.0331104,TRTIOMH128F92FE85E,0.0183748,TRTLBEH128F426CA8F,0.00109198,TRTLPMJ12903CAE46B,0.00191115,TRTZNHU128F42656EA,0.0267653,TRKFMRM128F92F21E9,0.101144,TRKPSCZ128F42644AB,0.0355804,TRQCETO128F1465478,0.0147298,TRQOKWC128F930BBB3,0.00108262,TRUNTNL128F42580B6,0.00519543,TRUSIOI128F9333DF9,0.00696095,TRUFGCD128F9321389,0.0257298,TRUDYSK128F930BBBC,0.000943106,TRUPBYU12903CF7DC6,0.00316968,TRVBIKM128F427B1D5,0.0267653"
TRFAYQW128F423ABCC,"TRDMEOM128F423ABCB,1"
TREDFZB128F425A88D,"TRYFCFA128F93420CE,0.015"
TRPZVLO128F1473705,"TRKHGCW128F92C4639,0.00323955,TRCWPRM128F428C8F5,0.0036261,TRCZEOZ128F934506C,0.00168875,TRCGNKA128F92DF4E5,0.00445894,TRCVXVW128F92E4E36,0.0028968,TRJXSUJ128F423CF43,0.0028839,TRJODBK128F9319826,0.131082,TRICHZV128F4237437,0.00662924,TRIROAR128F42560B9,0.00217567,TRIAILQ128F428C12F,0.00498484,TRIKOZL128F92E4E27,0.00282973,TRHMDKO128F92E4E37,0.0017212,TRHLBTT12903CB6229,0.473494,TRHTHIJ128F92FFE88,0.00129278,TRXRVZM128F426A7B3,0.0744489,TRXAFKB128F92E4E3C,0.00282973,TROAICL128F424E264,0.491469,TROZTRT128F427F4AC,0.0176297,TROGGRC128F92FA18B,0.0298063,TROVMRT128F92E4E25,0.0064623,TRRCYVF128F931B084,0.00274218,TRROZFH128F92E4E23,0.00629068,TRRGTJL128F92E4E33,0.00237659,TRANJHR128E0796752,0.00443621,TRBWPRV128F92E4E2A,0.00439754,TRBQQFY128F934505B,0.00279685,TRNFIZB128E078E26C,0.00434726,TRNEMNG128F428FA39,0.0089508,TRSIJSU128F4267AE8,0.50212,TRSGFAE128F92E4E28,0.00354657,TRFNXOO128F9316AFA,0.0524251,TRFNMWT128F930A935,0.00301422,TRFSMAX128F428D3AF,0.00180887,TRFDJZC128F429D470,0.127982,TRDIUVF128F92E4E2D,0.00237433,TRDHRBX128F92E4E2B,0.00282973,TREXSTP128E078C790,0.00412779,TRLODBI128F92E4E2C,0.00282973,TRLFIEK128E078C750,0.0097387,TRLUZBP128F427AE52,0.014445,TRPHPTI12903CBC472,0.473494,TRWDZSR128F935ED00,0.00979362,TRWGKBF128F428D3A7,0.00178557,TRGCCVF128F428C8F4,0.00424861,TRGYHFF128F92E4E30,0.00172293,TRTABHL128F424E25C,0.00419405,TRTKAGH128F428D3AA,0.00249265,TRTQTED128F92E4E35,0.00282973,TRTUCGJ128F42904DA,0.00690911,TRKJOSO128F92FFE8D,0.00129278,TRKBDHH128F92E4E32,0.00282973,TRKNHGC128F426E98A,0.00182868,TRQYOKN128E078C79D,0.224922,TRQAOZD12903CE5687,0.0149521,TRUSSNM128F932AE3A,0.00182868,TRUPYHY128F92E4E2F,0.00282973,TRUZJND128F428D3B0,0.00296824,TRUKMHX128E07875C2,0.00257522,TRVNSRA128F428C8FE,0.371467"
TRXWIDC128F42584AB,"TRNTLEZ12903CCEA64,0.000668519,TRDDOBA128F429285C,0.00881051"
TRFNDBI128F42A9704,"TRCSXXE128F425EBAF,0.0219067,TRXGXMQ128F426163C,0.00324344,TRSSLPD128F427C915,0.96896,TREMKTQ12903CCE33C,0.0618022,TRERWSE128F14A4526,0.000105591,TRKZWPK128F42A96FC,0.679515,TRKGMAD12903CEA96D,0.000514253,TRVSBLS128F146AAD8,0.027316,TRVPAST128F14A4523,0.0001703"
TRGXSPB128F9345FBD,"TRYVGZA128F425BF44,0.671535,TRRJMDV128F935272D,0.694991"
TRBAKGN128F147ADA4,"TRBPGYG128C7196A4C,0.201077,TREDXSE128F42B6409,0.00996107,TRLLTWT128F425D7C8,0.687026,TRZUYMB128F426C621,0.000765202,TRGHRZW128F92C1D38,0.000942408"
TROKQNB128F147315D,"TRJUQFE128F92ED43B,0.0143722,TRSRWDO128F426E604,0.00101006,TRWQHUC128F92D52BC,0.0242831,TRZKZXY128E078E831,0.00106702,TRKIVEQ128F4259BA7,0.00576394,TRCCUXB128F934509F,0.00844414,TRHLFWC128F92FCA23,0.00844414,TRXDMNA128F42A6C6D,0.0104374,TRXLWAH128F422A39C,0.00473538,TRRYZBR128F93296AF,0.00393563,TRYVVXG128F42B25C7,0.00473538,TRAALNI128F14A59FB,0.143574,TRAPWKI128E07886AF,0.00183457,TRBUXIW128F423A4BA,0.0291344,TRNIHKH128F4299277,0.00106692,TRNXGII12903CA81D5,0.00473538,TRNROWB128F148CF29,0.00155472,TRSCBDT128F934DC53,0.00177973,TRSHCHJ128F426258A,0.0133623,TRDIIZO128F931048C,0.000518974,TREGHRC128F4244AB3,0.0485156,TRZDJAG12903CA8506,0.00095921,TRTJHNM128F4255C4A,0.00218128,TRKYMOO128F92C464C,0.0015204,TRUYUXB128F14569B6,0.0172583,TRUARPI128F9359381,0.0403942,TRVKVEZ128F14666EC,0.0028498"
TRWLUYC128F423EAA5,"TRTAPFR12903CE31AC,0.013374,TRCUVDS12903CCE618,0.00098781,TRJIART128F42333F9,0.0495559,TRJYDRN128EF365F94,0.0495559,TRJSWRB128F92E0895,0.0491899,TRIAOAN12903CA116F,0.065381,TRHHBXS128F92DD2A8,0.0149574,TRHNNZG128F4265177,0.028376,TRHSDIV128F92DF74D,0.0340909,TRXFYST128F92DF805,0.0432049,TROQGLD128F42AD09D,0.046993,TRMUYFK128F42A1B6C,0.0383807,TRFIMOY128F9323488,0.0931342,TRDGSJU128F934336B,0.00406351,TRPHQKU128F14867E4,0.0968886,TRGQZCE128F92DF814,0.0440513,TRQBYXL128F42AE312,0.0809225,TRVHCWD128F429D274,0.775857"
TRXRSMM128F4264D5D,"TRCBFCJ128F429B128,0.00502108,TRROKMP128F4280704,0.206507,TRCXQMX12903CB2B42,0.0103593,TRCAXSQ128F93083D8,0.00573633,TRCLKTW128F4284AFB,0.00637204,TRJMOXH128F1456A0D,0.0971938,TRJYICG128F147929E,0.00281272,TRJZHXY128F9311BE8,0.208721,TRJGNJS128F148528D,0.000658488,TRIRDHD128F1461E62,0.368145,TRIDOPP128F4260A25,0.00637204,TRHJDJS128F1484D06,0.0971938,TRXNCJH128F42539E7,0.0122946,TRXLESN12903CBFFBF,0.00757668,TRXZVFK12903CB3D82,0.0103593,TRXKNUI128F1457EAB,0.0713072,TROOEMK12903CB3D78,0.0103904,TROTFBB128E0794054,0.0394875,TROVVFQ12903CC4BC2,0.531358,TRMSWVZ128F92F3675,0.00396802,TRMLFZN128F92FBA7A,0.10664,TRMZWLP128F92E5048,0.0102089,TRRSSMV128F4264D5E,1,TRRFVVW128F4264D27,0.968525,TRRZDLW128F930857B,0.00551443,TRRUXAV128F4264D37,1,TRYCROS128F4254F10,0.00633889,TRYEKMR128F930F860,0.00892862,TRYPOIJ128F93429AA,0.00429321,TRAAKSP128F9315A7E,0.00659903,TRAPLET128F145B049,0.10088,TRAWPRM128F931F7E0,0.0639058,TRAQIKC128F9303360,0.00613927,TRAUBAY12903CB2B56,0.0124552,TRBHLRW12903CD87BA,0.00483871,TRBBHHP128EF365DA0,0.0884889,TRBNDKO128F42291E4,0.0103593,TRBSQRR128F42920F0,0.339629,TRNCSVF128F42321BC,0.0159492,TRSJUNW128F930335A,0.0152302,TRSBFPI128F9303372,0.00241594,TRFXRGI128E078A358,0.0119114,TRFRIVB128F1473A58,0.545073,TRFBCLO128F1457F1E,0.0826593,TRFBTZF12903CE671A,0.210742,TRFSZHO128F931FB16,0.00441729,TRFFSIA12903CCBB65,0.00177985,TRFDEDI128F931F7D6,0.0940424,TRFLRHP128F1479292,0.0593783,TRFLGSV12903CB5AC9,0.282377,TRFWFFM12903CB3D76,0.00933054,TRDHKJT12903CC1D3C,0.0564944,TRDNCDF128F14595EF,0.0799403,TRDSSZG128F42291F1,0.0103593,TRDSQBS128F92EC3FE,0.0580596,TRDTRYY128F4264332,0.00543397,TRDQHSW128F92D3810,0.255779,TRDQTVA128F92C72C0,0.643203,TREDEMV128E0794073,0.00551443,TRLRQKS128F930AFE6,0.00546215,TRPWTLV128F4264333,0.00615143,TRPZUDM128F42321C4,0.0159492,TRPQPIQ128F92F9494,0.0288445,TRWJTNR128F9311BE6,0.190461,TRWRJSY128F426432F,0.0125006,TRWNELM12903CD7C7E,0.00292247,TRWPYZJ128F9330CF8,0.531358,TRZSOZT12903CB2B3F,0.00933054,TRZPVGY128F4264D61,1,TRZTHHY128F9303358,0.0057685,TRGXHAP128F9355B84,0.00177985,TRGOAJR128F92C7E77,0.703452,TRGFPDK128F4260072,0.0154813,TRGFZAR12903CAC561,0.0122946,TRGLFWO128F92FBD16,0.000769916,TRTINVS128F92F1B1B,0.316033,TRTXXDU12903CE5955,0.23865,TRTSUYA128E0786101,0.00181574,TRTLMVG128F92C72A6,0.191492,TRKFOHM128F92F367B,0.00256508,TRKEDHB128F145B05B,0.0826593,TRKLMDV128F92F6D55,0.587995,TRKPTDV12903CAF2C1,0.00352532,TRKWCQU128F42321B9,0.0159492,TRQDFQB12903CD885A,0.0884889,TRQTRID128F4292109,0.282377,TRUCCKL128F1457EB0,0.0678485,TRUJZDD128F42291F2,0.0124552,TRUSQLA128F4269217,0.0288445,TRVBVZJ128F92D30B2,0.00181574,TRVFUES12903CAB432,0.531358,TRVTXWG12903CDF52C,0.0110369,TRVKBFC128F42321BF,0.0172272,TRVQWDA128F4249CC6,0.00355171"
TRZUFZZ128F428A85D,"TRCHMAV128F427CA74,0.00872264,TRJALQL128F4243608,0.00771442,TRHOSEX128F424365C,0.71139,TRHZHZW12903CF8E4E,0.854916,TRXWEVX12903CF8E47,0.00883801,TRMPILI128F933A284,0.00772092,TRYOLGL128F427CA75,0.00840654,TRBNRXA12903CF8E78,0.854916,TRBZMHJ128F427CA69,0.0041718,TRBGUFY128F428C2FD,0.443302,TRFABHT128F4289B2C,0.00732715,TRFEEMX12903CF8E76,0.854916,TRFWYCQ128F4243609,0.00770018,TRDFLXX128F4289AD6,0.59512,TRDLFEM128F4228F19,0.00819578,TREMAXU128F4234F15,0.0158686,TRLHUZX128F4289AE4,0.00770058,TRLNFOV12903CF8E57,0.854916,TRPIOSZ128F4243602,0.0077037,TRZBEQX128F4243603,0.00956421,TRZPPAM128F427CA6A,0.00516414,TRGQXTQ128F428FB27,0.99407,TRTZGOU128F427CA6F,0.00756424,TRKGAEI128F4234F1C,0.00908515,TRUZJAH12903CF8E5D,0.0121042,TRUGDTY128F427CA73,0.00679199,TRCJJAD128F93283C5,0.00380739,TRCIIZA128F9334C67,0.00430117,TRCHIBW12903CE5719,0.00918088,TRCXGAT128F4248C6A,0.00828761,TRCRBVK128F93337D9,0.00791782,TRCZIFQ128F4234D48,0.0041403,TRCGSQZ128F4244EB9,0.00709866,TRCTDRJ128F4234D6D,0.00372263,TRCKPDK128F930EB0F,0.0101154,TRJHMYD128F428A884,0.00570238,TRJXFYD128F931E7E4,0.00192573,TRJBUFI12903CE56EA,0.731395,TRJBVSS128F9307ADA,0.00197005,TRJNIDJ128F4249895,0.00565783,TRJLOLB128F93337C8,0.0119282,TRJWCFL128F4292B14,0.0075647,TRJWTZO128F9352B4A,0.862399,TRJWKRF128F4240D36,0.994913,TRJKGJV128F421ABFF,0.685477,TRICADY128F4241053,0.000519869,TRIIRJR128F4255E21,0.719074,TRIIVYC12903CC1744,0.00934062,TRINCBI128F424988E,0.00440083,TRINLCC128F930452A,0.0034649,TRINKHS128F424108F,0.00139387,TRIFPNE128F4244EBC,0.00389713,TRIDESM128F4244E94,0.003899,TRIZMJW128F92FAA54,0.00373457,TRHCUWH128F9352B3A,0.820511,TRHHBNW128F424AABC,0.421072,TRHHZRD128F421D8E9,0.0076603,TRHXLNZ128F4249883,0.00349144,TRHQYGH128F93332F5,0.00618531,TRHUBPH128F4298B76,0.00491585,TRXCGVM12903CC1749,0.0108429,TRXJULA128F4293CAD,0.00957092,TRXISQW128F4293C95,0.00957092,TRXHRPG128F93332EB,0.00621679,TRXXYFN128F4291A5C,0.0107649,TRXOGHY128F4248C17,0.0108705,TRXMALJ128F4299548,0.0125902,TRXYQMB12903CC17B0,0.0117055,TRXLNTJ12903CE577B,0.00928047,TRXGPVJ128F4248C86,0.00737065,TRXKCUE128F4248C5E,0.000984496,TRXKESF128F92F342C,0.00750525,TROHGEV128F4253DF1,0.00446513,TROXSIE128F4253DEF,0.0021202,TROSFJT128F93337D2,0.0102843,TRMIVPP128F421D8AA,0.00452977,TRMHFGK12903CFE049,0.0129812,TRMMHMZ128F92F3424,0.940093,TRMMSKE128F9307AD9,0.00196488,TRMMUDZ128F93333BD,0.0110822,TRMBUJQ128F92FBF3B,0.687377,TRMDTQP128F9352B57,0.862399,TRMLAMP128F4236DC6,0.0047894,TRMTMDZ12903C9B26C,0.00241346,TRMTSQG128F9304531,0.00349144,TRMKJOP128F9352B43,0.00623145,TRRJOYR128F4244EA0,0.0111253,TRRJAKA128F92F3417,0.00380739,TRRIKHT12903CC1792,0.00880147,TRRNNJV128F4240D48,0.505207,TRRLDLD128F4248C72,0.071397,TRRWPAT128F424986B,0.00789785,TRRWZGP128F4278348,0.000997202,TRRTSMB128F4249854,0.00326231,TRRTQOF12903CC1798,0.0104914,TRRKENP128F147BA8D,0.0037217,TRRVYTX128F9307AE8,0.0069041,TRYCHXM128F421CD99,0.716468,TRYIADO128F92F3419,0.00570238,TRYHGJE12903CC1772,0.010882,TRYMXWT128F9307AD7,0.0019676,TRYDUHK128F92FBF5A,0.687377,TRYLHTZ128F4248C6D,0.00060499,TRYPIPW128F42430A9,0.0101857,TRYZPKM128F93283CA,0.00798913,TRYGVGB128F148D3A9,0.00686311,TRAJQID128F42864C4,0.995534,TRAXTUU12903D02922,0.00957092,TRAMKAD128F425038E,0.0135869,TRAFPSX128F426303B,0.0125902,TRAFUEY128F4249862,0.0052774,TRAEBZM128F9317949,0.0214154,TRBHGRJ12903CE5715,0.00552147,TRBXHOQ128F9328593,0.00380739,TRBYWAX128F4242A42,0.00223481,TRBLCAE128F4293DDE,0.012848,TRBLPZK128F932F583,0.00737993,TRBWLRT128F92F341F,0.0126172,TRBTGZR12903CE92E7,0.0112673,TRNCINH128F421DC92,0.702616,TRNNUBC128F421CB75,0.00825094,TRNWJRC128F148D3AE,0.0111525,TRNGJQV128F422FA70,0.554296,TRNGILP128F92FF101,0.446885,TRSIVIH12903CE57BC,0.0204814,TRSYPXX128F4234D50,0.00633655,TRSFZQK128F4236DC9,0.00479643,TRSLLUE128F428A7FB,0.00932702,TRSZRTI128F93045A6,0.00346509,TRSTVNE128F9307AE3,0.00217187,TRSQVTO128F421D96A,0.00775235,TRFCJUL128F421D945,0.00924861,TRFCTBW128F4293CD7,0.00471625,TRFEBUI12903CDAA46,0.00729989,TRFPJBM128F92FBF50,0.687377,TRFGATP128F4289C09,0.72829,TRFKWWI128F424987E,0.00527535,TRDCJOZ12903CFE432,0.00322088,TRDHPOV128F93337D7,0.00798913,TRDXXIC128F4291A4E,0.00978111,TRDFNJC128F42864C0,0.995534,TRDDQDG128F92C80E2,0.00372084,TRDGHGB128F42648A7,0.0162811,TRECMVB128F9352B41,0.0357286,TRECUOF128F92F7799,0.0102587,TREXSTY12903CE5793,0.0063515,TRENXJN128F4291A4A,0.00376978,TREWSMT128F93337D3,0.00984642,TREZOZB128F92C80E8,0.00372509,TREGKJV128F421ABC0,0.685477,TRETFPI128F4244EB0,0.00406067,TRLOJFY128F4249878,0.00897044,TRLRMDV128F9318109,0.862399,TRLDARK128F4291A47,0.00663895,TRLLAUL12903CC176C,0.00797368,TRLTIZJ128F9319FC3,0.000981807,TRLKCCN128F4248C62,0.103754,TRLKRDP128F428FC11,0.00475561,TRLUNTL12903D0290B,0.00957092,TRLUSRV128F147BA7F,0.00374772,TRPHJVT128EF34217F,0.00250797,TRPOFYZ12903CC3F59,0.0138684,TRPOEXS128F9303105,0.00712787,TRPRFGU12903CDAA4F,0.00746143,TRPRPMY128F4253DF2,0.00326544,TRPYGAJ128F148D3AB,0.00513816,TRPFGPJ128F93352C0,0.999402,TRPQQDS128F92EA854,0.0080491,TRPVBDD128F4223B4D,0.00980718,TRWXWUQ128F424AAA8,0.435338,TRWYGRW128F4249851,0.00322088,TRWBWAA12903CC1751,0.00743868,TRWWMOO128F9307AE9,0.00325196,TRWWWOT128F42946C8,0.0254588,TRWZXYH12903CFE00F,0.318292,TRWTKKC12903CFED53,0.00856441,TRWUKSS128F92F340A,0.0119282,TRZCEHI128F933B0E4,0.00779139,TRZXGBG128F42430A6,0.00223481,TRZOZDG128F4232B8C,0.00980718,TRZBQNL128F92F341E,0.940093,TRZFIPO128F92F342B,0.0119079,TRZLIHM128F4243D18,0.00616656,TRZLMGQ128F92FAA56,0.00548029,TRGIRPR128F4248C8B,0.0715853,TRGISID128F4253DEA,0.00244545,TRGYCLE12903CE57AA,0.609249,TRGFVLF128F421CCC8,0.814082,TRGFVUV128F4263039,0.00633741,TRGEUWM128F92C80E9,0.00372649,TRGPPKF128F4236DCA,0.00923002,TRGWOFG128F4253DED,0.00382686,TRGWWBN12903CE573D,0.731395,TRGUJXL128F4234D59,0.00373247,TRTCMWK128F429954E,0.0254588,TRTCMFM128F9352B5A,0.0101154,TRTJZFX128F4242A73,0.00547922,TRTNPQL128F4244E9D,0.595825,TRTSRFO128F421DC82,0.72829,TRTGGAV128F422B8EC,0.00980718,TRTTHJF128F92F3427,0.940093,TRTQGWY128F424AA95,0.415245,TRKIWVU128F42281B4,0.00980718,TRKYAXW128F42484DF,0.00139387,TRKNGFV128F421D8CC,0.00832672,TRKLSVL128F421CF45,0.011882,TRKPVLJ128F42436D8,0.013302,TRKWRQA128F42258EC,0.00980718,TRKWNLS128F422CDD7,0.0112635,TRKTJBX128F92FAA5B,0.00484657,TRKTIYJ128F4253DE9,0.00212024,TRQIKSJ128F4234D68,0.00546214,TRQHPEV128F92FBF38,0.00840772,TRQOIHN128F4236DCD,0.00924014,TRQAPCV128F421D8B6,0.00950558,TRQBCWE128F4263023,0.0254588,TRQLBVH128F4292B18,0.01095,TRQLLTH12903CE5701,0.0114885,TRQVRZB128F4234D5E,0.0142994,TRUCOQX128F4289B85,0.011662,TRUHNNY12903D0394A,0.47007,TRUNIDI128F4296451,0.0106645,TRUFBEO128F4298B6E,0.0016228,TRUECIC128F4241078,0.00108774,TRUECTL128F42271CC,0.996137,TRUPQYA128F42271C9,0.591857,TRUWBAF128F92C80E7,0.00372201,TRUWUPJ128F9307AD6,0.00195553,TRUTGUO128F92FBF48,0.687377,TRUUPDZ128F92C80F2,0.0138068,TRVRLNW128F931E7E6,0.0021951,TRVYKFH128F93181CE,0.862399,TRVFVQK128F4248C2F,0.00856441,TRVETGC128F92F3429,0.940093,TRVUQAV128F9314E0C,0.72829"
